"","age","workclass","education","marital.status","occupation","relationship","race","sex","capital.gain","capital.loss","hours.per.week","income"
"288",28,3,"Assoc-acdm","Married-civ-spouse",12,"Husband","White","Male",0,2002,40,"<=50K"
"289",26,5,"Assoc-voc","Married-civ-spouse",4,"Husband","White","Male",0,2002,40,"<=50K"
"290",59,5,"Bachelors","Married-civ-spouse",5,"Husband","White","Male",0,2002,50,"<=50K"
"291",47,7,"Bachelors","Married-civ-spouse",11,"Husband","White","Male",0,2002,30,"<=50K"
"292",26,NA,"Bachelors","Married-civ-spouse",NA,"Husband","White","Male",0,2002,40,"<=50K"
"293",41,5,"HS-grad","Married-civ-spouse",4,"Husband","White","Male",0,2002,60,"<=50K"
"294",36,5,"HS-grad","Married-civ-spouse",4,"Own-child","White","Female",0,2002,40,"<=50K"
"295",45,5,"Bachelors","Married-civ-spouse",13,"Husband","White","Male",0,2002,55,"<=50K"
"296",30,5,"Assoc-acdm","Married-civ-spouse",11,"Husband","White","Male",0,2002,40,"<=50K"
"297",36,5,"HS-grad","Married-civ-spouse",15,"Husband","White","Male",0,2002,40,"<=50K"
"298",34,6,"HS-grad","Married-civ-spouse",5,"Husband","White","Male",0,2002,40,"<=50K"
"299",53,5,"HS-grad","Married-civ-spouse",15,"Husband","White","Male",0,2002,40,"<=50K"
"300",51,5,"HS-grad","Married-civ-spouse",13,"Husband","White","Male",0,2002,45,"<=50K"
"301",47,7,"Doctorate","Married-civ-spouse",15,"Husband","White","Male",0,2002,45,"<=50K"
"302",19,NA,"HS-grad","Never-married",NA,"Unmarried","White","Male",0,2001,40,"<=50K"
"303",30,5,"HS-grad","Never-married",2,"Unmarried","White","Male",0,2001,42,"<=50K"
"304",20,5,"HS-grad","Never-married",9,"Unmarried","White","Male",0,2001,40,"<=50K"
"305",42,2,"Masters","Divorced",2,"Not-in-family","White","Male",0,2001,60,"<=50K"
"306",31,5,"11th","Never-married",4,"Not-in-family","White","Male",0,2001,40,"<=50K"
"307",33,5,"Bachelors","Never-married",7,"Not-in-family","White","Male",0,2001,40,"<=50K"
"308",25,5,"Assoc-acdm","Never-married",14,"Not-in-family","White","Female",0,2001,30,"<=50K"
"309",20,5,"HS-grad","Never-married",9,"Not-in-family","White","Male",0,2001,40,"<=50K"
"310",23,5,"HS-grad","Never-married",2,"Own-child","Black","Male",0,2001,40,"<=50K"
"311",55,NA,"HS-grad","Separated",NA,"Not-in-family","Black","Female",0,2001,40,"<=50K"
"312",41,7,"Some-college","Divorced",4,"Not-in-family","White","Male",0,2001,50,"<=50K"
"313",54,7,"HS-grad","Widowed",4,"Not-in-family","White","Male",0,2001,35,"<=50K"
"314",25,5,"HS-grad","Never-married",4,"Not-in-family","White","Male",0,2001,50,"<=50K"
"315",19,5,"Some-college","Never-married",2,"Own-child","White","Female",0,2001,40,"<=50K"
"316",24,5,"HS-grad","Never-married",2,"Not-in-family","White","Female",0,2001,37,"<=50K"
"317",56,2,"Bachelors","Never-married",15,"Not-in-family","Black","Male",0,2001,65,"<=50K"
"318",21,3,"Some-college","Never-married",9,"Not-in-family","White","Female",0,2001,40,"<=50K"
"319",34,5,"HS-grad","Never-married",8,"Not-in-family","Black","Male",0,2001,40,"<=50K"
"320",19,5,"HS-grad","Never-married",2,"Own-child","White","Male",0,2001,40,"<=50K"
"321",21,NA,"Some-college","Never-married",NA,"Not-in-family","White","Male",0,2001,45,"<=50K"
"322",48,5,"HS-grad","Separated",2,"Not-in-family","White","Female",0,2001,40,"<=50K"
"323",34,5,"Bachelors","Never-married",9,"Not-in-family","White","Male",0,2001,40,"<=50K"
"324",31,5,"HS-grad","Never-married",6,"Not-in-family","White","Male",0,2001,40,"<=50K"
"325",36,5,"HS-grad","Never-married",9,"Not-in-family","Black","Female",0,2001,40,"<=50K"
"326",27,5,"HS-grad","Never-married",9,"Not-in-family","White","Male",0,1980,40,"<=50K"
"327",27,5,"Some-college","Never-married",4,"Own-child","Asian-Pac-Islander","Male",0,1980,40,"<=50K"
"328",35,5,"Bachelors","Divorced",13,"Not-in-family","White","Female",0,1980,65,"<=50K"
"329",31,7,"Bachelors","Married-spouse-absent",5,"Not-in-family","White","Male",0,1980,60,"<=50K"
"330",27,2,"HS-grad","Never-married",4,"Not-in-family","Black","Male",0,1980,40,"<=50K"
"331",28,3,"Assoc-acdm","Never-married",2,"Not-in-family","White","Female",0,1980,40,"<=50K"
"332",42,5,"HS-grad","Divorced",15,"Not-in-family","White","Male",0,1980,46,"<=50K"
"333",44,5,"Some-college","Separated",5,"Not-in-family","White","Male",0,1980,45,"<=50K"
"334",41,5,"Bachelors","Divorced",13,"Not-in-family","White","Male",0,1980,56,"<=50K"
"335",28,5,"Bachelors","Never-married",14,"Not-in-family","White","Female",0,1980,35,"<=50K"
"336",41,2,"HS-grad","Never-married",2,"Not-in-family","White","Female",0,1980,40,"<=50K"
"337",35,5,"10th","Widowed",9,"Not-in-family","Black","Female",0,1980,40,"<=50K"
"338",58,5,"Masters","Divorced",2,"Not-in-family","White","Female",0,1980,45,"<=50K"
"339",40,5,"HS-grad","Divorced",8,"Not-in-family","White","Male",0,1980,48,"<=50K"
"340",31,5,"Assoc-voc","Never-married",15,"Own-child","White","Male",0,1980,60,"<=50K"
"341",30,5,"HS-grad","Never-married",13,"Not-in-family","White","Female",0,1980,40,"<=50K"
"342",32,5,"Some-college","Separated",14,"Not-in-family","Amer-Indian-Eskimo","Male",0,1980,40,"<=50K"
"343",25,5,"Some-college","Never-married",2,"Not-in-family","White","Male",0,1980,40,"<=50K"
"344",34,5,"HS-grad","Never-married",15,"Own-child","White","Male",0,1980,40,"<=50K"
"345",56,5,"Some-college","Divorced",5,"Not-in-family","White","Female",0,1980,40,"<=50K"
"346",45,5,"HS-grad","Divorced",9,"Not-in-family","White","Male",0,1980,40,"<=50K"
"347",50,5,"HS-grad","Never-married",2,"Not-in-family","White","Male",0,1980,40,"<=50K"
"348",27,5,"10th","Never-married",13,"Other-relative","White","Male",0,1980,40,"<=50K"
"349",51,5,"Some-college","Married-civ-spouse",13,"Husband","White","Male",0,1977,40,">50K"
"350",40,5,"Assoc-acdm","Married-civ-spouse",14,"Husband","White","Male",0,1977,60,">50K"
"351",41,5,"Masters","Married-civ-spouse",5,"Husband","White","Male",0,1977,65,">50K"
"352",49,5,"Masters","Married-civ-spouse",5,"Husband","White","Male",0,1977,45,">50K"
"353",37,5,"Assoc-voc","Married-civ-spouse",4,"Husband","White","Male",0,1977,40,">50K"
"354",36,6,"Bachelors","Married-civ-spouse",5,"Wife","White","Female",0,1977,45,">50K"
"355",35,5,"Prof-school","Married-civ-spouse",11,"Husband","White","Male",0,1977,80,">50K"
"356",29,6,"HS-grad","Married-civ-spouse",13,"Wife","White","Female",0,1977,25,">50K"
"357",50,5,"Bachelors","Married-civ-spouse",11,"Wife","White","Female",0,1977,40,">50K"
"358",46,5,"Bachelors","Married-civ-spouse",13,"Husband","White","Male",0,1977,40,">50K"
"359",44,7,"HS-grad","Married-civ-spouse",5,"Husband","White","Male",0,1977,45,">50K"
"360",42,3,"Masters","Married-civ-spouse",5,"Husband","White","Male",0,1977,40,">50K"
"361",38,2,"Prof-school","Married-civ-spouse",11,"Husband","White","Male",0,1977,50,">50K"
"362",45,5,"Bachelors","Married-civ-spouse",5,"Husband","White","Male",0,1977,55,">50K"
"363",43,3,"Masters","Married-civ-spouse",5,"Husband","White","Male",0,1977,60,">50K"
"364",47,6,"Prof-school","Married-civ-spouse",11,"Husband","White","Male",0,1977,60,">50K"
"365",58,6,"Prof-school","Married-civ-spouse",11,"Husband","White","Male",0,1977,50,">50K"
"366",48,5,"Prof-school","Married-civ-spouse",14,"Husband","White","Male",0,1977,40,">50K"
"367",42,3,"Bachelors","Married-civ-spouse",5,"Husband","White","Male",0,1977,48,">50K"
"368",55,5,"Masters","Married-civ-spouse",5,"Husband","White","Male",0,1977,50,">50K"
"369",51,5,"10th","Married-civ-spouse",13,"Husband","White","Male",0,1977,40,">50K"
"370",32,5,"Masters","Married-civ-spouse",5,"Husband","Black","Male",0,1977,40,">50K"
"371",45,3,"Bachelors","Married-civ-spouse",5,"Husband","White","Male",0,1977,50,">50K"
"372",56,5,"Masters","Married-civ-spouse",4,"Husband","White","Male",0,1977,44,">50K"
"373",38,5,"Masters","Married-civ-spouse",5,"Husband","White","Male",0,1977,60,">50K"
"374",45,5,"Assoc-voc","Married-civ-spouse",13,"Husband","White","Male",0,1977,50,">50K"
"375",49,5,"Masters","Married-civ-spouse",11,"Wife","White","Female",0,1977,40,">50K"
"376",36,5,"HS-grad","Married-civ-spouse",11,"Husband","White","Male",0,1977,40,">50K"
"377",49,5,"Masters","Married-civ-spouse",5,"Husband","White","Male",0,1977,40,">50K"
"378",30,5,"Doctorate","Married-civ-spouse",11,"Husband","Asian-Pac-Islander","Male",0,1977,40,">50K"
"379",42,6,"Prof-school","Married-civ-spouse",11,"Husband","White","Male",0,1977,50,">50K"
"380",55,5,"Masters","Married-civ-spouse",5,"Husband","White","Male",0,1977,40,">50K"
"381",34,5,"Bachelors","Married-civ-spouse",5,"Husband","White","Male",0,1977,45,">50K"
"382",54,5,"Doctorate","Married-civ-spouse",11,"Husband","White","Male",0,1977,50,">50K"
"383",42,7,"Bachelors","Married-civ-spouse",5,"Husband","White","Male",0,1977,70,">50K"
"384",25,3,"Bachelors","Married-civ-spouse",11,"Husband","White","Male",0,1977,40,">50K"
"385",55,6,"HS-grad","Married-civ-spouse",5,"Husband","White","Male",0,1977,45,">50K"
"386",58,8,"Masters","Married-civ-spouse",11,"Husband","White","Male",0,1977,50,">50K"
"387",62,5,"HS-grad","Married-civ-spouse",15,"Husband","White","Male",0,1977,60,">50K"
"388",43,6,"Prof-school","Married-civ-spouse",11,"Husband","White","Male",0,1977,40,">50K"
"389",57,3,"Masters","Married-civ-spouse",11,"Wife","Black","Female",0,1977,40,">50K"
"390",42,6,"Doctorate","Married-civ-spouse",11,"Husband","White","Male",0,1977,60,">50K"
"391",63,7,"Bachelors","Married-civ-spouse",11,"Husband","Asian-Pac-Islander","Male",0,1977,32,">50K"
"392",47,7,"Prof-school","Married-civ-spouse",11,"Husband","White","Male",0,1977,50,">50K"
"393",37,5,"Bachelors","Married-civ-spouse",5,"Husband","White","Male",0,1977,50,">50K"
"394",40,5,"Bachelors","Married-civ-spouse",13,"Husband","White","Male",0,1977,60,">50K"
"395",43,5,"Bachelors","Married-civ-spouse",11,"Husband","White","Male",0,1977,50,">50K"
"396",43,8,"Prof-school","Married-civ-spouse",11,"Husband","White","Male",0,1977,70,">50K"
"397",41,7,"Prof-school","Married-civ-spouse",11,"Husband","White","Male",0,1977,60,">50K"
"398",32,5,"Prof-school","Married-civ-spouse",11,"Husband","White","Male",0,1977,60,">50K"
"399",47,5,"Bachelors","Married-civ-spouse",13,"Husband","White","Male",0,1977,40,">50K"
"400",39,2,"Some-college","Married-civ-spouse",7,"Husband","White","Male",0,1977,60,">50K"
"401",53,5,"Some-college","Married-civ-spouse",5,"Husband","White","Male",0,1977,40,">50K"
"402",34,5,"Bachelors","Married-civ-spouse",5,"Husband","White","Male",0,1977,45,">50K"
"403",36,5,"Bachelors","Married-civ-spouse",5,"Husband","White","Male",0,1977,40,">50K"
"404",47,3,"Masters","Married-civ-spouse",5,"Husband","White","Male",0,1977,41,">50K"
"405",52,5,"Assoc-voc","Married-civ-spouse",5,"Husband","White","Male",0,1977,45,">50K"
"406",40,7,"Prof-school","Married-civ-spouse",11,"Husband","Amer-Indian-Eskimo","Male",0,1977,60,">50K"
"407",42,6,"Bachelors","Married-civ-spouse",11,"Husband","White","Male",0,1977,40,">50K"
"408",51,5,"Masters","Married-civ-spouse",12,"Husband","White","Male",0,1977,40,">50K"
"409",55,5,"Masters","Married-civ-spouse",14,"Husband","White","Male",0,1977,20,">50K"
"410",38,5,"HS-grad","Married-civ-spouse",13,"Husband","White","Male",0,1977,99,">50K"
"411",52,5,"Some-college","Married-civ-spouse",5,"Husband","White","Male",0,1977,50,">50K"
"412",60,2,"HS-grad","Married-civ-spouse",14,"Husband","White","Male",0,1977,40,">50K"
"413",55,5,"Assoc-voc","Married-civ-spouse",11,"Husband","White","Male",0,1977,50,">50K"
"414",47,3,"Masters","Married-civ-spouse",5,"Husband","Black","Male",0,1977,50,">50K"
"415",46,5,"Masters","Married-civ-spouse",14,"Husband","White","Male",0,1977,40,">50K"
"416",35,5,"Masters","Married-civ-spouse",11,"Husband","White","Male",0,1977,45,">50K"
"417",59,6,"Bachelors","Married-civ-spouse",5,"Husband","White","Male",0,1977,50,">50K"
"418",57,5,"Masters","Married-civ-spouse",11,"Husband","White","Male",0,1977,45,">50K"
"419",46,5,"Some-college","Married-civ-spouse",11,"Husband","White","Male",0,1977,50,">50K"
"420",46,2,"Masters","Married-civ-spouse",5,"Husband","White","Male",0,1977,40,">50K"
"421",52,5,"HS-grad","Married-civ-spouse",4,"Husband","White","Male",0,1977,40,">50K"
"422",45,5,"Doctorate","Married-civ-spouse",11,"Wife","White","Female",0,1977,30,">50K"
"423",37,5,"Bachelors","Married-civ-spouse",14,"Husband","White","Male",0,1977,40,">50K"
"424",46,5,"Masters","Married-civ-spouse",5,"Husband","White","Male",0,1977,45,">50K"
"425",44,5,"Bachelors","Married-civ-spouse",11,"Husband","Black","Male",0,1977,50,">50K"
"426",45,5,"Assoc-voc","Married-civ-spouse",5,"Husband","White","Male",0,1977,50,">50K"
"427",43,5,"HS-grad","Married-civ-spouse",8,"Husband","White","Male",0,1977,52,">50K"
"428",54,3,"Masters","Married-civ-spouse",11,"Husband","White","Male",0,1977,40,">50K"
"429",50,5,"Masters","Married-civ-spouse",11,"Husband","White","Male",0,1977,40,">50K"
"430",51,5,"Bachelors","Married-civ-spouse",5,"Husband","White","Male",0,1977,60,">50K"
"431",45,5,"Bachelors","Married-civ-spouse",11,"Husband","White","Male",0,1977,40,">50K"
"432",36,5,"Masters","Married-civ-spouse",11,"Husband","White","Male",0,1977,60,">50K"
"433",27,5,"Bachelors","Married-civ-spouse",5,"Husband","White","Male",0,1977,50,">50K"
"434",36,5,"Bachelors","Married-civ-spouse",13,"Husband","White","Male",0,1977,35,">50K"
"435",53,5,"Masters","Married-civ-spouse",5,"Husband","White","Male",0,1977,55,">50K"
"436",51,3,"Masters","Married-civ-spouse",11,"Husband","White","Male",0,1977,35,">50K"
"437",28,5,"Bachelors","Married-civ-spouse",11,"Wife","White","Female",0,1977,24,">50K"
"438",47,7,"Some-college","Married-civ-spouse",4,"Husband","White","Male",0,1977,40,">50K"
"439",45,5,"Bachelors","Married-civ-spouse",5,"Husband","White","Male",0,1977,60,">50K"
"440",45,3,"Masters","Married-civ-spouse",11,"Wife","White","Female",0,1977,35,">50K"
"441",39,7,"Prof-school","Married-civ-spouse",11,"Husband","White","Male",0,1977,50,">50K"
"442",39,5,"Bachelors","Married-civ-spouse",5,"Husband","White","Male",0,1977,40,">50K"
"443",55,7,"Masters","Married-civ-spouse",11,"Husband","White","Male",0,1977,40,">50K"
"444",62,5,"Some-college","Married-civ-spouse",5,"Husband","White","Male",0,1977,98,">50K"
"445",49,5,"Bachelors","Married-civ-spouse",13,"Husband","Asian-Pac-Islander","Male",0,1977,50,">50K"
"446",53,7,"Masters","Married-civ-spouse",5,"Husband","White","Male",0,1977,40,">50K"
"447",31,5,"Masters","Married-civ-spouse",5,"Husband","White","Male",0,1977,48,">50K"
"448",42,6,"HS-grad","Married-civ-spouse",5,"Husband","White","Male",0,1977,60,">50K"
"449",39,5,"Bachelors","Married-civ-spouse",15,"Husband","White","Male",0,1977,45,">50K"
"450",60,7,"Bachelors","Married-civ-spouse",5,"Husband","White","Male",0,1977,45,">50K"
"451",26,5,"Prof-school","Married-civ-spouse",11,"Husband","White","Male",0,1977,40,">50K"
"452",37,5,"Masters","Married-civ-spouse",5,"Husband","White","Male",0,1977,40,">50K"
"453",45,8,"Bachelors","Married-civ-spouse",5,"Husband","White","Male",0,1977,60,">50K"
"454",37,5,"Assoc-acdm","Married-civ-spouse",13,"Husband","White","Male",0,1977,45,">50K"
"455",32,5,"Bachelors","Married-civ-spouse",13,"Husband","White","Male",0,1977,45,">50K"
"456",39,6,"HS-grad","Married-civ-spouse",5,"Husband","White","Male",0,1977,40,">50K"
"457",58,7,"10th","Married-civ-spouse",4,"Wife","White","Female",0,1977,35,">50K"
"458",45,5,"Masters","Married-civ-spouse",5,"Husband","White","Male",0,1977,43,">50K"
"459",41,5,"Bachelors","Married-civ-spouse",11,"Husband","White","Male",0,1977,45,">50K"
"460",36,7,"HS-grad","Married-civ-spouse",6,"Husband","White","Male",0,1977,65,">50K"
"461",51,8,"Masters","Married-civ-spouse",11,"Husband","White","Male",0,1977,60,">50K"
"462",39,5,"Some-college","Married-civ-spouse",5,"Husband","White","Male",0,1977,62,">50K"
"463",56,7,"Prof-school","Married-civ-spouse",11,"Husband","White","Male",0,1977,50,">50K"
"464",53,2,"HS-grad","Married-civ-spouse",2,"Husband","Black","Male",0,1977,40,">50K"
"465",40,7,"Assoc-voc","Married-civ-spouse",11,"Wife","White","Female",0,1977,15,">50K"
"466",57,5,"Masters","Married-civ-spouse",5,"Husband","Black","Male",0,1977,40,">50K"
"467",50,3,"HS-grad","Married-civ-spouse",4,"Husband","White","Male",0,1977,35,">50K"
"468",34,5,"Prof-school","Married-civ-spouse",11,"Husband","White","Male",0,1977,55,">50K"
"469",35,5,"Bachelors","Married-civ-spouse",5,"Wife","White","Female",0,1977,30,">50K"
"470",30,7,"HS-grad","Married-civ-spouse",11,"Husband","White","Male",0,1977,15,">50K"
"471",53,3,"Masters","Married-civ-spouse",11,"Husband","White","Male",0,1977,55,">50K"
"472",31,8,"Doctorate","Married-civ-spouse",11,"Husband","White","Male",0,1977,70,">50K"
"473",37,5,"Bachelors","Married-civ-spouse",5,"Husband","White","Male",0,1977,60,">50K"
"474",34,5,"Bachelors","Married-civ-spouse",13,"Husband","White","Male",0,1977,50,">50K"
"475",36,5,"Masters","Married-civ-spouse",11,"Husband","White","Male",0,1977,50,">50K"
"476",40,5,"Bachelors","Married-civ-spouse",5,"Husband","White","Male",0,1977,50,">50K"
"477",51,5,"Some-college","Married-civ-spouse",4,"Husband","White","Male",0,1977,60,">50K"
"478",33,5,"HS-grad","Married-civ-spouse",13,"Husband","White","Male",0,1977,45,">50K"
"479",40,5,"Doctorate","Married-civ-spouse",11,"Wife","White","Female",0,1977,20,">50K"
"480",50,6,"7th-8th","Married-civ-spouse",4,"Husband","White","Male",0,1977,63,">50K"
"481",46,6,"Masters","Married-civ-spouse",13,"Husband","White","Male",0,1977,60,">50K"
"482",54,5,"Doctorate","Married-civ-spouse",5,"Husband","White","Male",0,1977,50,">50K"
"483",39,5,"Masters","Married-civ-spouse",11,"Wife","White","Female",0,1977,24,">50K"
"484",54,6,"Some-college","Married-civ-spouse",13,"Husband","White","Male",0,1977,40,">50K"
"485",31,5,"Doctorate","Married-civ-spouse",11,"Husband","White","Male",0,1977,99,">50K"
"486",51,5,"Masters","Married-civ-spouse",5,"Husband","White","Male",0,1977,50,">50K"
"487",55,5,"Doctorate","Married-civ-spouse",11,"Husband","White","Male",0,1977,55,">50K"
"488",36,5,"Masters","Married-civ-spouse",2,"Husband","White","Male",0,1977,40,">50K"
"489",41,6,"Bachelors","Married-civ-spouse",5,"Husband","Asian-Pac-Islander","Male",0,1977,60,">50K"
"490",56,7,"Some-college","Married-civ-spouse",5,"Wife","White","Female",0,1977,50,">50K"
"491",38,5,"Bachelors","Married-civ-spouse",14,"Husband","White","Male",0,1977,40,">50K"
"492",47,5,"HS-grad","Married-civ-spouse",4,"Husband","White","Male",0,1977,45,">50K"
"493",39,3,"Masters","Married-civ-spouse",11,"Husband","White","Male",0,1977,45,">50K"
"494",59,5,"Bachelors","Married-civ-spouse",5,"Husband","White","Male",0,1977,50,">50K"
"495",54,5,"Doctorate","Married-civ-spouse",5,"Husband","White","Male",0,1977,43,">50K"
"496",54,7,"Bachelors","Married-civ-spouse",5,"Wife","White","Female",0,1977,35,">50K"
"497",31,5,"Bachelors","Married-civ-spouse",5,"Husband","White","Male",0,1977,55,">50K"
"498",59,6,"Some-college","Married-civ-spouse",5,"Husband","White","Male",0,1977,48,">50K"
"499",46,5,"Masters","Married-civ-spouse",11,"Husband","White","Male",0,1977,50,">50K"
"500",57,5,"Doctorate","Married-civ-spouse",14,"Husband","White","Male",0,1977,40,">50K"
"501",36,5,"Masters","Married-civ-spouse",11,"Wife","White","Female",0,1977,44,">50K"
"502",44,5,"Bachelors","Married-civ-spouse",8,"Husband","White","Male",0,1977,40,">50K"
"503",33,5,"Prof-school","Married-civ-spouse",11,"Husband","White","Male",0,1977,50,">50K"
"504",54,5,"Some-college","Married-civ-spouse",14,"Husband","White","Male",0,1977,18,">50K"
"505",55,5,"Masters","Married-civ-spouse",5,"Husband","White","Male",0,1977,60,">50K"
"506",36,5,"Masters","Married-civ-spouse",13,"Husband","White","Male",0,1977,50,">50K"
"507",49,3,"Prof-school","Married-civ-spouse",11,"Wife","White","Female",0,1977,60,">50K"
"508",41,5,"Prof-school","Married-civ-spouse",11,"Husband","White","Male",0,1977,50,">50K"
